,gene_id,uniprot,interpro,goa
0,EC042_0178,D3GRC5,"IPR010084,IPR013114,IPR029069",D3GRC5
1,EC042_1163,D3H197,"IPR002198,IPR002347,IPR011284,IPR016040,IPR020904",D3H197
2,EC042_2564,D3H207,"IPR014030,IPR014031,IPR016038,IPR016039,IPR018201",D3H207
3,EC042_0003,D3H387,"IPR000634,IPR001926,IPR004450,IPR029144",D3H387
4,EC042_0159,D3GRA6,"IPR000845,IPR010049,IPR018017",D3GRA6
5,EC042_1164,D3H198,"IPR003231,IPR006162,IPR009081",D3H198
6,s0001,,,
7,EC042_3538,D3GYP6,"IPR000089,IPR001249,IPR001882,IPR011053",D3GYP6
8,EC042_3539,D3GYP7,"IPR004549,IPR005479,IPR005481,IPR005482,IPR011054,IPR011761,IPR011764,IPR013815,IPR013816,IPR016185",D3GYP7
9,EC042_0183,D3GRD0,"IPR001095,IPR011763,IPR029045",D3GRD0
10,EC042_2557,D3H1I1,"IPR000022,IPR000438,IPR011762,IPR029045",D3H1I1
11,EC042_4334,D3GS16,"IPR001048,IPR004662",D3GS16
12,EC042_3014,D3GSR4,"IPR000182,IPR001048,IPR010167,IPR016181",D3GSR4
13,EC042_1161,D3H195,"IPR004655,IPR013747,IPR013751,IPR016038,IPR016039",D3H195
14,EC042_4332,D3GS14,"IPR001261,IPR002933,IPR010169,IPR011650",D3GS14
15,EC042_4737,D3GWX5,IPR005495,D3GWX5
16,EC042_3491,D3GXU0,"IPR003439,IPR003593,IPR017871,IPR027417",D3GXU0
17,EC042_3490,D3GXT9,"IPR005653,IPR014340",D3GXT9
18,EC042_3489,D3GXT8,"IPR010664,IPR026265",D3GXT8
19,EC042_4736,D3GWX4,IPR005495,D3GWX4
20,EC042_3622,D3GZH9,"IPR004636,IPR005814,IPR015421,IPR015422,IPR015424,IPR017652",D3GZH9
21,EC042_1166,D3H1R2,"IPR001544,IPR017824,IPR018300",D3H1R2
22,EC042_3623,D3GZI0,"IPR006221,IPR017926,IPR029062",D3GZI0
23,EC042_1977,D3GWE4,"IPR005801,IPR005802,IPR006805,IPR015890,IPR019999",D3GWE4
24,EC042_2944,D3GRT2,"IPR002891,IPR027417",D3GRT2
25,EC042_1202,D3H1U8,"IPR000362,IPR004769,IPR008948,IPR013539,IPR020557,IPR022761,IPR024083",D3H1U8
26,EC042_4650,D3GVX7,"IPR001114,IPR018220,IPR027417",D3GVX7
27,EC042_3306,D3GVS4,"IPR002123,IPR004552",D3GVS4
28,EC042_4333,D3GS15,"IPR000534,IPR000706,IPR012280,IPR016040,IPR023013",D3GS15
29,EC042_4373,D3GSY5,"IPR002695,IPR011607,IPR016193,IPR024051",D3GSY5
30,EC042_0565,D3GW70,"IPR003135,IPR005875,IPR011054,IPR011761,IPR013815,IPR013816,IPR016185",D3GW70
31,EC042_0566,D3GW71,"IPR000031,IPR024694",D3GW71
32,EC042_0857,D3GZ14,"IPR005814,IPR005815,IPR015421,IPR015422,IPR015424",D3GZ14
33,EC042_4361,D3GSX3,"IPR002817,IPR025747",D3GSX3
34,EC042_1389,D3H3G7,"IPR000312,IPR005940,IPR006221,IPR017459,IPR017926,IPR029062",D3H3G7
35,EC042_1390,D3H3G8,"IPR005257,IPR005801,IPR006805,IPR015890,IPR019999",D3H3G8
36,EC042_0859,D3GZ16,"IPR001917,IPR004723,IPR004839,IPR015421,IPR015422,IPR015424,IPR022834",D3GZ16
37,EC042_0449,D3GUA9,"IPR002125,IPR002734,IPR004794,IPR011549,IPR016192,IPR016193,IPR024072",D3GUA9
38,EC042_4335,D3GS17,"IPR000362,IPR008948,IPR009049,IPR020557,IPR022761,IPR024083,IPR029419",D3GS17
39,EC042_3463,D3GXR2,"IPR001518,IPR014729,IPR018223,IPR023437,IPR024073,IPR024074",D3GXR2
40,EC042_3700,D3H055,"IPR000319,IPR000534,IPR011534,IPR012080,IPR012280,IPR016040",D3H055
41,EC042_0130,D3GR78,"IPR003190,IPR009010",D3GR78
42,EC042_4723,D3GW45,"IPR002082,IPR006130,IPR006131,IPR006132",D3GW45
43,EC042_2778,D3H3T4,"IPR003953,IPR005288,IPR013027,IPR015939,IPR027477",D3H3T4
44,EC042_1019,D3H0F7,"IPR000796,IPR004838,IPR004839,IPR015421,IPR015424",D3H0F7
45,EC042_2262,D3GZ87,"IPR001348,IPR011322,IPR013115,IPR013820,IPR015867,IPR018198,IPR020621",D3GZ87
46,EC042_0916,D3GZP5,"IPR001453,IPR005110,IPR005111,IPR008284,IPR020817",D3GZP5
47,EC042_4230,D3H4Y8,"IPR013482,IPR025877,IPR029044",D3H4Y8
48,EC042_4695,D3GW18,"IPR000760,IPR006240,IPR020550,IPR020583",D3GW18
